Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,2,25,5,1997,1,16,4,1,4
2.02E+12,1,9,0,9,0,5,0,0,0,0,1,2,6,1,72,10,1973,1,19,5,1,5
2.02E+12,2,3,0,18,0,1,0,0,0,0,1,1,6,1,17,4,125,1,11,6,1,6
2.02E+12,1,19,0,7,0,6,0,0,0,0,3,1,6,1,39,7,2198,2,1,4,1,4
2.02E+12,1,5,0,18,0,8,0,0,0,0,4,1,6,1,63,9,598,1,18,6,1,6
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,2,19,4,1587,1,14,7,3,7
2.02E+12,2,9,0,9,0,8,0,0,0,0,2,1,6,1,61,9,1560,2,10,9,1,9
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,6,1,24,5,1560,2,5,9,1,9
2.02E+12,2,4,0,18,0,8,0,0,0,0,4,1,6,1,37,7,498,1,17,8,2,8
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,6,2,50,8,1997,2,13,1,1,1
2.02E+12,1,11,0,18,2,6,0,0,0,0,4,1,1,1,35,6,9360,2,6,1,1,1
2.02E+12,1,9,0,9,0,8,0,0,0,0,4,1,1,1,55,8,1598,1,7,2,1,2
2.02E+12,1,9,0,18,0,1,5,0,0,0,1,1,6,2,31,6,1242,1,13,8,1,8
2.02E+12,1,9,0,9,0,8,0,0,0,0,4,1,6,2,48,8,1984,1,10,9,1,9
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,37,7,1596,1,7,6,1,6
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,2,44,7,1399,1,11,6,1,6
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,6,2,61,9,2792,1,14,10,1,10
2.02E+12,1,19,0,18,0,3,0,0,0,0,1,1,6,1,28,6,1598,2,3,8,3,8
2.02E+12,2,9,0,18,0,8,0,0,7,1,1,1,2,1,49,8,1997,1,13,10,1,10
2.02E+12,1,8,0,18,0,1,0,0,0,0,1,1,6,1,45,7,1753,2,10,5,1,5
2.02E+12,2,9,0,4,0,1,0,0,0,0,2,1,6,1,49,8,1798,8,1,9,1,9
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,6,1,52,8,1461,2,3,9,2,9
2.02E+12,2,9,0,4,0,2,0,0,0,0,2,1,6,1,53,8,1999,2,2,6,1,6
2.02E+12,1,9,0,18,9,5,1,10,3,11,1,1,6,1,18,4,1796,1,9,1,1,1
2.02E+12,2,9,0,4,0,1,0,0,0,0,0,1,1,1,26,6,1997,2,2,1,1,1
2.02E+12,1,9,0,16,0,1,0,0,3,11,1,1,6,2,41,7,1796,1,11,1,1,1
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,52,8,998,1,1,8,1,8
2.02E+12,2,19,0,18,0,8,0,0,0,0,4,1,1,1,27,6,2143,2,3,8,2,8
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,1,49,8,1956,2,5,3,1,3
2.02E+12,2,5,0,9,0,8,0,0,0,0,1,1,6,1,49,8,1050,1,7,6,3,6
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,19,4,1598,1,14,6,3,6
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,6,1,38,7,1560,2,5,1,1,1
2.02E+12,3,9,0,3,0,1,0,0,0,0,2,1,6,1,74,10,1596,1,2,7,1,7
2.02E+12,2,5,0,18,0,1,0,0,0,0,4,1,2,1,30,6,660,1,8,4,1,4
2.02E+12,1,19,0,9,0,6,0,0,0,0,4,1,1,1,34,6,1995,2,3,5,2,5
2.02E+12,1,9,0,9,0,1,0,0,0,0,3,1,6,2,72,10,875,1,4,5,3,5
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,69,10,2143,2,1,8,1,8
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,6,1,26,6,1598,2,3,4,1,4
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,26,6,1364,1,11,1,1,1
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,2,25,5,1995,2,11,3,1,3
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,85,11,1395,1,4,6,3,6
2.02E+12,2,8,0,10,0,1,0,0,0,0,2,1,1,1,56,9,1997,2,2,10,2,10
2.02E+12,1,9,0,18,0,4,0,0,0,0,3,1,6,1,40,7,3982,1,22,6,1,6
2.02E+12,2,3,0,18,0,1,0,0,0,0,1,1,6,1,18,4,124,1,1,5,1,5
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,2,2,47,8,998,1,10,2,1,2
2.02E+12,1,9,0,7,0,6,0,0,0,0,1,1,6,1,37,7,1590,1,14,3,1,3
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,1,2,29,6,1124,1,13,5,1,5
2.02E+12,1,9,0,5,8,7,0,0,0,0,0,1,6,2,23,5,1124,1,12,8,2,8
2.02E+12,2,4,0,9,0,8,0,0,0,0,3,1,6,2,49,8,124,1,3,3,1,3
2.02E+12,2,9,0,18,0,1,0,0,0,0,2,1,6,2,20,4,1229,1,4,6,3,6
2.02E+12,1,9,0,13,0,4,0,0,0,0,1,1,6,1,51,8,1598,2,1,8,3,8
2.02E+12,2,9,0,18,0,4,0,0,0,0,2,1,6,2,39,7,1598,2,2,7,1,7
2.02E+12,1,3,0,18,0,1,0,0,0,0,4,1,2,1,27,6,124,1,3,5,1,5
2.02E+12,2,9,0,18,0,2,0,0,0,0,3,1,2,1,31,6,1598,2,2,2,1,2
2.02E+12,3,9,0,3,0,2,0,0,0,0,2,2,2,1,52,8,1686,2,4,10,1,10
2.02E+12,1,9,0,9,0,1,0,0,1,4,4,1,6,1,17,4,1149,1,14,5,3,5
2.02E+12,2,9,0,18,0,1,0,0,0,0,4,1,6,2,35,6,1461,2,8,10,2,10
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,51,8,2987,2,10,5,1,5
2.02E+12,1,8,0,9,0,8,0,0,0,0,1,1,6,2,50,8,1197,1,2,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,6,2,30,6,1587,1,14,4,1,4
2.02E+12,2,5,0,18,0,1,1,0,0,0,4,1,6,1,29,6,599,1,21,2,1,2
2.02E+12,1,9,0,18,0,6,0,0,0,0,4,1,6,2,46,8,1598,1,12,4,1,4
2.02E+12,2,9,0,18,0,1,1,0,0,0,3,1,6,2,41,7,1461,2,4,4,1,4
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,1,1,23,5,2494,2,2,10,1,10
2.02E+12,2,3,0,8,0,1,0,0,7,0,2,1,6,1,64,9,125,1,4,10,1,10
2.02E+12,1,9,0,7,0,8,0,0,0,0,4,1,6,2,59,9,1783,7,15,5,1,5
2.02E+12,1,9,0,6,0,6,0,0,0,0,3,1,1,1,65,9,1951,2,14,7,1,7
2.02E+12,2,5,0,18,0,1,0,0,0,0,1,1,6,1,62,9,1170,1,3,10,1,10
2.02E+12,1,9,0,16,0,7,1,0,2,7,1,1,6,2,25,5,1149,1,12,3,1,3
2.02E+12,1,9,0,9,0,1,0,0,0,0,1,1,2,2,56,9,3498,1,3,8,3,8
2.02E+12,1,9,0,11,0,1,0,0,0,0,1,1,6,1,51,8,2400,2,2,9,1,9
2.02E+12,2,9,0,18,0,1,0,0,0,0,3,1,6,2,48,8,998,1,1,3,1,3
2.02E+12,1,9,0,9,0,8,0,0,0,0,1,1,6,2,38,7,1998,1,14,1,1,1
2.02E+12,2,9,0,7,0,3,0,0,0,0,4,1,6,2,38,7,1968,2,4,4,1,4
2.02E+12,1,3,0,13,0,8,0,0,7,1,4,1,6,1,27,6,124,1,9,4,1,4
2.02E+12,2,9,0,9,0,8,0,0,0,0,3,1,6,1,73,10,1422,2,9,10,1,10
2.02E+12,1,9,0,2,0,8,0,0,0,0,3,1,6,2,43,7,1781,1,9,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,1,1,49,8,1248,2,4,3,1,3
2.02E+12,1,9,0,9,0,2,0,0,0,0,3,1,6,1,86,11,1248,1,5,8,1,8
2.02E+12,2,9,0,17,0,1,0,0,7,10,1,1,6,1,19,4,1197,1,2,5,1,5
2.02E+12,1,9,0,9,0,8,5,0,7,10,2,1,1,2,51,8,1584,1,11,5,1,5
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,2,17,4,999,1,4,10,1,10
2.02E+12,1,9,0,13,0,7,0,0,0,0,1,1,1,2,27,6,799,2,5,6,2,6
2.02E+12,2,21,0,18,0,2,0,0,0,0,2,1,1,1,40,7,12777,2,5,7,1,7
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,1,2,50,8,1598,2,4,7,1,7
2.02E+12,2,4,0,18,0,8,0,0,0,0,3,1,1,1,22,5,125,1,18,6,1,6
2.02E+12,1,9,0,1,0,8,0,0,0,0,2,1,6,1,54,8,1910,2,12,6,1,6
2.02E+12,2,4,0,18,0,8,0,0,0,0,4,1,6,1,20,4,124,1,9,9,1,9
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,6,1,20,4,1560,2,7,10,1,10
2.02E+12,1,9,0,18,0,1,1,0,0,0,1,1,6,1,51,8,1299,1,12,6,3,6
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,1,30,6,1199,1,16,9,1,9
2.02E+12,2,9,0,18,0,8,0,0,1,4,3,1,6,2,28,6,1229,1,9,4,1,4
2.02E+12,1,9,0,18,0,8,1,0,0,0,1,1,2,1,27,6,3999,1,15,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,2,1,2,1,65,9,2000,1,13,6,1,6
2.02E+12,3,9,0,18,0,8,0,0,0,0,1,1,2,1,40,7,2171,1,16,3,1,3
2.02E+12,4,9,0,18,0,8,0,0,0,0,2,1,2,1,53,8,875,1,3,6,1,6
2.02E+12,5,9,0,18,0,8,0,0,4,6,3,1,2,1,25,5,1598,1,10,8,1,8
2.02E+12,6,9,0,18,0,8,0,0,0,0,1,1,2,1,26,6,1124,1,14,10,1,10
2.02E+12,1,9,0,7,0,8,0,0,0,0,1,1,2,2,35,6,1998,1,12,6,1,6
2.02E+12,2,9,0,18,0,8,1,0,0,0,4,1,2,1,50,8,1951,2,16,3,1,3
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,1,75,10,1499,2,1,10,2,10
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,2,6,2,64,9,1229,1,5,7,1,7
2.02E+12,1,9,0,6,0,8,0,0,0,0,3,1,6,1,21,5,3200,2,11,7,3,7
2.02E+12,2,3,0,13,0,8,0,0,0,0,1,1,6,1,20,4,125,1,2,3,1,3
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,2,40,7,1598,2,5,6,3,6
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,2,2,30,6,1242,1,4,4,1,4
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,40,7,1968,2,2,10,1,10
2.02E+12,2,9,0,8,0,1,0,0,0,0,2,1,6,2,52,8,1197,1,2,9,1,9
2.02E+12,1,9,0,18,0,5,0,0,0,0,1,1,6,1,20,4,1587,1,14,5,1,5
2.02E+12,1,9,0,9,0,5,1,0,7,10,1,1,6,2,43,7,2000,1,9,8,1,8
2.02E+12,1,8,0,5,0,7,0,0,0,0,1,1,1,1,43,7,1997,2,6,10,1,10
2.02E+12,2,8,0,18,0,1,0,0,1,0,1,1,1,1,27,6,1794,1,9,1,1,1
2.02E+12,1,9,0,9,0,6,0,0,0,1,3,1,6,2,51,8,1560,2,3,8,1,8
2.02E+12,2,9,0,18,0,1,0,0,4,2,1,1,6,2,53,8,2179,2,9,9,1,9
2.02E+12,1,9,0,7,0,8,0,0,0,0,1,1,6,2,39,7,1560,2,9,7,1,7
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,2,54,8,1997,2,1,5,3,5
2.02E+12,1,19,0,18,0,1,1,0,0,2,2,1,6,1,22,5,2198,2,11,8,1,8
2.02E+12,2,19,0,9,0,6,0,0,0,1,1,1,2,1,63,9,1461,2,4,9,1,9
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,54,8,2143,2,6,9,1,9
2.02E+12,2,9,0,4,0,1,0,0,0,0,2,1,6,1,40,7,1597,2,2,8,1,8
2.02E+12,1,9,0,18,0,1,0,0,1,11,1,1,6,1,37,7,1796,1,15,9,1,9
2.02E+12,2,8,0,9,0,8,0,0,0,0,4,1,1,1,41,7,1997,2,6,5,1,5
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,2,28,6,998,1,7,6,1,6
2.02E+12,2,9,0,10,0,2,0,0,0,0,2,1,6,1,36,7,1910,2,11,5,1,5
2.02E+12,1,9,0,9,0,8,0,0,0,0,1,1,1,2,51,8,1560,2,5,4,1,4
2.02E+12,1,9,0,9,0,8,0,0,0,0,3,1,2,1,69,10,1910,2,10,6,1,6
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,81,11,1386,1,11,9,2,9
2.02E+12,2,8,0,2,0,2,0,0,0,0,1,1,1,1,55,8,2143,2,6,9,2,9
2.02E+12,2,9,0,3,0,8,0,0,0,0,2,1,6,1,57,9,1560,2,9,3,1,3
2.02E+12,1,19,0,18,0,3,0,0,0,0,3,1,6,1,22,5,2402,2,12,8,1,8
2.02E+12,2,9,0,18,0,4,0,0,0,0,3,1,6,1,49,8,1461,2,7,5,1,5
2.02E+12,3,9,0,18,0,1,0,0,0,0,1,1,6,1,41,7,1796,1,13,5,1,5
2.02E+12,4,9,0,18,0,3,0,0,0,0,1,1,6,1,20,4,1198,1,14,4,1,4
2.02E+12,2,9,0,7,0,6,0,0,0,0,0,2,2,2,26,6,999,1,3,2,1,2
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,6,1,50,8,2993,2,12,10,2,10
2.02E+12,2,9,0,18,0,8,0,0,7,0,1,1,2,2,36,7,1242,1,1,5,2,5
2.02E+12,1,9,0,9,0,2,0,0,0,0,3,1,6,2,34,6,1329,1,2,3,1,3
2.02E+12,2,5,0,18,0,1,0,0,0,0,1,1,6,1,52,8,1255,1,4,2,1,2
2.02E+12,1,9,0,7,0,6,0,0,0,0,1,1,6,2,47,8,1796,1,13,3,1,3
2.02E+12,2,3,0,18,0,8,0,0,0,0,4,1,6,1,22,5,125,1,1,1,1,1
2.02E+12,1,8,0,1,0,1,0,0,0,0,2,1,1,1,59,9,1968,2,2,4,1,4
2.02E+12,1,9,0,7,0,6,0,0,0,0,2,1,6,1,23,5,1587,1,12,2,1,2
2.02E+12,2,9,0,18,0,2,0,0,0,0,1,1,1,1,28,6,2521,1,9,4,1,4
2.02E+12,1,9,0,4,0,1,0,0,0,0,1,1,6,1,28,6,1796,1,14,7,1,7
2.02E+12,2,9,0,4,0,1,0,0,0,0,2,1,6,1,42,7,1968,2,10,5,1,5
2.02E+12,1,8,0,7,0,3,0,0,0,0,1,1,6,1,51,8,1896,2,8,4,1,4
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,2,68,10,1968,2,4,6,2,6
2.02E+12,1,19,0,9,0,8,0,0,0,0,3,1,6,1,53,8,1896,2,14,6,3,6
2.02E+12,2,5,0,18,0,8,0,0,0,0,1,1,6,1,47,8,850,1,18,10,1,10
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,6,1,22,5,1587,1,15,4,3,4
2.02E+12,2,9,0,18,0,3,0,0,0,0,2,1,1,1,38,7,2143,2,3,8,1,8
2.02E+12,1,9,0,18,0,1,0,10,0,0,1,1,6,1,81,11,1968,2,7,8,1,8
2.02E+12,2,9,0,10,0,1,0,0,0,0,2,1,6,1,44,7,1598,2,2,10,1,10
2.02E+12,1,9,0,7,0,1,0,0,0,0,0,1,6,1,63,9,2179,2,2,9,1,9
2.02E+12,1,9,0,7,0,8,0,0,0,0,4,1,6,1,30,6,1197,1,1,9,1,9
2.02E+12,1,9,0,14,0,1,0,0,0,0,4,1,6,2,23,5,1497,2,2,9,2,9
2.02E+12,1,9,0,12,0,8,0,0,0,0,3,1,6,2,30,6,998,1,2,6,1,6
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,6,1,49,8,1999,1,11,6,2,6
2.02E+12,1,3,0,18,0,3,0,7,0,0,2,1,6,1,20,4,125,1,2,7,1,7
2.02E+12,1,9,0,3,0,1,0,0,0,0,1,1,6,1,32,6,1242,1,11,2,1,2
2.02E+12,2,9,0,3,0,1,0,0,0,0,0,1,6,2,44,7,1796,1,14,3,1,3
2.02E+12,3,9,0,3,0,1,0,0,0,0,0,1,6,2,42,7,1598,2,4,7,1,7
2.02E+12,1,9,0,7,0,6,0,0,0,0,2,1,2,2,30,6,1368,1,13,3,1,3
2.02E+12,1,9,0,9,0,8,0,0,0,0,1,1,6,1,54,8,1997,2,7,9,1,9
2.02E+12,1,8,0,18,0,2,0,0,0,0,1,1,1,1,61,9,1997,2,2,6,1,6
2.02E+12,1,8,0,18,0,7,5,0,0,0,1,1,6,2,60,9,1248,1,4,6,1,6
2.02E+12,2,9,0,3,0,1,0,0,1,11,2,1,6,1,54,8,1997,2,13,6,1,6
2.02E+12,2,9,0,8,0,1,0,0,0,0,3,1,2,2,65,9,1248,1,1,9,1,9
2.02E+12,1,9,0,18,0,3,0,0,0,0,1,1,1,1,50,8,1496,2,3,6,2,6
2.02E+12,2,4,0,18,0,8,0,0,0,0,3,1,1,2,38,7,399,1,23,8,1,8
2.02E+12,1,4,0,13,0,8,0,0,0,0,1,1,2,1,18,4,125,1,1,8,2,8
2.02E+12,2,9,0,9,0,5,0,0,0,0,3,1,6,1,69,10,1390,1,14,9,3,9
2.02E+12,1,9,0,17,0,8,0,0,4,0,1,1,6,1,84,11,998,1,9,8,1,8
2.02E+12,2,9,0,7,0,6,0,0,4,0,3,1,6,2,85,11,1796,1,17,7,1,7
2.02E+12,1,9,0,7,0,6,0,0,0,0,1,1,6,2,40,7,1984,1,8,1,1,1
2.02E+12,2,5,0,18,0,2,0,0,0,0,1,1,6,1,31,6,999,1,12,4,1,4
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,53,8,1388,1,19,3,1,3
2.02E+12,2,9,0,8,0,1,0,0,0,0,2,1,1,1,25,5,1242,1,14,4,1,4
2.02E+12,1,9,0,4,0,8,1,0,0,0,1,1,2,1,49,8,998,1,3,5,3,5
2.02E+12,2,9,0,3,0,8,0,0,0,0,2,1,6,1,35,6,1956,2,5,5,2,5
2.02E+12,3,9,0,10,0,5,0,0,0,0,2,1,6,2,27,6,1598,2,6,9,1,9
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,6,1,70,10,1951,2,14,9,3,9
2.02E+12,1,3,0,13,0,1,1,0,4,1,1,1,6,1,27,6,124,1,23,4,1,4
2.02E+12,2,9,0,7,0,6,0,0,0,0,1,1,6,2,41,7,1968,2,3,8,1,8
2.02E+12,1,9,0,4,0,1,0,0,0,0,1,2,1,1,37,7,1598,2,3,7,1,7
2.02E+12,2,9,0,10,0,1,0,0,0,0,2,1,1,1,36,7,1229,1,2,5,1,5
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,1,47,8,1598,1,5,5,1,5
2.02E+12,2,3,0,18,0,8,0,0,0,0,1,1,6,1,18,4,125,1,13,8,1,8
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,76,11,1339,1,8,8,1,8
2.02E+12,1,21,0,18,0,8,0,0,0,0,1,1,1,1,56,9,4461,2,7,7,1,7
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,6,2,51,8,1995,2,12,4,1,4
2.02E+12,1,9,0,7,0,8,0,0,0,0,1,1,6,1,78,11,1388,1,9,8,1,8
2.02E+12,1,9,0,5,0,8,0,0,0,0,1,1,6,2,19,4,1242,1,12,8,3,8
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,1,2,61,9,1598,2,1,8,1,8
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,27,6,1242,1,15,3,1,3
2.02E+12,2,9,0,18,0,1,0,0,0,0,2,1,6,2,33,6,1560,2,3,8,1,8
2.02E+12,2,9,0,18,0,8,0,0,7,3,1,1,6,1,60,9,2993,2,3,6,1,6
2.02E+12,1,9,0,7,0,8,0,0,0,0,3,1,6,1,40,7,1299,1,16,1,1,1
2.02E+12,1,9,0,7,0,6,0,0,0,0,3,1,1,1,28,6,1598,2,4,10,1,10
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,2,66,10,1998,1,19,10,3,10
2.02E+12,1,9,0,9,0,6,0,0,1,1,4,1,6,1,58,9,2204,2,11,3,1,3
2.02E+12,2,19,0,18,0,8,5,0,1,0,1,1,2,1,36,7,1870,2,15,1,1,1
2.02E+12,1,3,0,13,0,8,0,0,0,0,4,1,6,2,18,4,124,1,3,8,1,8
2.02E+12,2,9,0,9,0,8,0,0,0,0,3,1,6,2,32,6,1390,1,11,3,1,3
2.02E+12,1,9,0,3,0,1,0,0,0,0,1,1,6,2,85,11,1590,1,12,9,1,9
2.02E+12,1,8,0,18,0,3,0,0,0,0,1,1,6,1,23,5,1598,2,1,6,1,6
2.02E+12,2,9,0,4,0,3,0,0,0,0,2,1,6,1,20,4,1390,1,13,4,1,4
2.02E+12,1,9,0,1,9,6,0,0,0,0,2,1,6,2,70,10,1240,1,14,10,1,10
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,17,4,999,1,1,7,1,7
2.02E+12,2,9,0,9,0,1,0,0,0,0,2,1,6,1,24,5,1997,2,8,4,1,4
2.02E+12,2,9,0,18,0,1,1,0,0,0,1,1,6,1,19,4,1596,1,9,9,1,9
2.02E+12,3,9,0,18,0,1,0,0,0,0,1,1,6,1,43,7,1368,1,9,4,1,4
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,6,2,65,9,2400,2,1,9,3,9
2.02E+12,2,9,0,18,0,4,0,0,0,0,4,1,6,1,57,9,1799,1,10,2,1,2
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,6,1,39,7,1956,2,7,5,1,5
2.02E+12,2,9,0,9,0,8,0,0,0,0,1,1,6,2,28,6,1598,1,9,3,1,3
2.02E+12,1,19,0,18,0,6,0,0,7,4,3,1,1,1,32,6,1248,2,3,6,1,6
2.02E+12,2,9,0,18,0,8,1,0,7,4,1,1,6,2,45,7,998,1,1,8,1,8
2.02E+12,1,19,0,18,0,2,0,0,0,0,1,1,6,1,29,6,1995,2,9,6,1,6
2.02E+12,2,9,0,3,0,2,0,0,0,0,2,1,6,2,43,7,2295,1,18,7,3,7
2.02E+12,1,9,0,18,0,8,0,0,0,0,4,1,6,2,53,8,1598,1,14,3,1,3
2.02E+12,2,9,0,7,0,8,0,0,0,0,1,1,6,2,34,6,1587,1,10,7,1,7
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,2,1,35,6,1998,2,9,9,1,9
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,2,2,47,8,1591,1,8,8,1,8
2.02E+12,1,9,0,18,0,4,0,0,0,0,3,1,6,1,54,8,1497,8,5,6,1,6
2.02E+12,2,3,0,18,0,4,0,0,0,0,1,1,2,1,24,5,125,1,3,6,1,6
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,6,1,51,8,1797,8,4,6,1,6
2.02E+12,2,19,0,17,0,1,0,0,0,0,1,1,6,1,52,8,2461,2,13,6,2,6
2.02E+12,1,20,0,18,0,1,0,0,0,0,4,1,1,1,51,8,4462,2,4,7,1,7
2.02E+12,1,9,0,18,0,6,0,0,0,0,3,1,6,1,26,6,1242,1,17,5,1,5
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,21,5,1149,1,15,8,3,8
2.02E+12,2,8,0,18,0,4,0,0,0,0,2,1,2,1,21,5,1149,1,15,6,1,6
2.02E+12,1,19,0,7,0,1,0,0,0,0,4,1,1,1,23,5,1248,2,2,3,1,3
2.02E+12,1,8,0,18,0,1,0,0,0,0,1,1,6,1,54,8,2499,2,3,9,1,9
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,1,65,9,1597,2,2,10,1,10
2.02E+12,1,9,0,9,0,5,0,0,0,0,1,1,6,2,85,11,1390,1,24,9,1,9
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,2,17,4,1198,1,1,10,1,10
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,30,6,1910,2,9,3,1,3
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,6,1,53,8,999,1,1,8,1,8
2.02E+12,1,9,0,5,0,8,0,0,0,0,1,1,1,1,32,6,1390,1,15,4,1,4
2.02E+12,2,5,0,18,0,8,0,0,0,0,1,1,1,2,47,8,599,1,17,5,2,5
2.02E+12,1,9,0,18,0,1,0,0,0,0,4,1,6,1,60,9,1339,1,8,10,1,10
2.02E+12,1,9,0,7,0,5,0,0,7,11,1,1,6,2,71,10,1248,1,8,6,1,6
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,56,9,999,1,2,8,1,8
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,6,1,39,7,1997,1,10,9,1,9
2.02E+12,1,19,0,18,0,1,0,0,0,0,1,1,1,1,23,5,2198,2,3,7,1,7
2.02E+12,2,9,0,4,0,1,0,0,0,0,2,1,6,1,55,8,1997,2,13,9,2,9
2.02E+12,1,19,0,18,0,8,0,0,0,0,1,1,6,1,52,8,2198,2,9,7,1,7
2.02E+12,2,9,0,18,0,8,0,0,0,0,2,1,6,1,47,8,1956,2,3,2,1,2
2.02E+12,1,9,0,17,0,2,0,0,0,0,1,1,6,2,28,6,1997,2,14,2,1,2
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,1,1,27,6,1997,2,4,1,1,1
2.02E+12,1,9,0,1,0,8,0,0,0,0,2,1,3,2,30,6,1995,1,10,7,3,7
2.02E+12,1,9,0,5,0,1,0,0,0,0,1,1,1,1,37,7,1797,8,8,8,1,8
2.02E+12,1,9,0,9,0,1,0,0,0,0,1,1,6,1,40,7,1397,1,9,3,1,3
2.02E+12,2,9,0,18,0,1,0,0,0,0,4,1,6,2,21,5,2000,2,11,5,1,5
2.02E+12,2,9,0,18,0,8,0,0,0,0,3,1,6,2,46,8,1200,1,2,5,1,5
2.02E+12,1,9,0,9,0,1,0,0,0,0,3,1,2,1,31,6,2996,1,9,6,1,6
2.02E+12,2,19,0,18,0,1,0,0,0,0,1,1,1,1,35,6,2198,2,7,8,1,8
2.02E+12,2,11,0,7,0,4,0,0,1,0,0,1,1,1,43,7,9000,2,10,3,1,3
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,2,35,6,1461,2,2,5,1,5
2.02E+12,2,9,0,18,0,8,0,0,1,0,4,1,6,2,22,5,1199,1,14,1,1,1
2.02E+12,1,9,0,18,0,1,0,12,0,0,1,1,2,1,49,8,1998,1,4,7,1,7
2.02E+12,1,19,0,18,0,2,0,4,0,0,1,1,1,1,36,7,2198,2,5,4,1,4
2.02E+12,1,19,0,9,0,1,0,0,0,0,4,1,1,1,43,7,1461,2,1,7,1,7
