Accident_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type,Vehicle_IMD_Decile
2.02E+12,1,8,0,18,0,8,0,0,0,0,4,1,1,1,54,8,2499,2,2,10,1,10
2.02E+12,2,8,0,18,0,8,0,0,0,0,1,1,1,1,56,9,2143,2,4,4,1,4
2.02E+12,2,4,0,18,0,2,0,0,0,0,0,1,6,1,49,8,689,1,2,8,1,8
2.02E+12,1,9,0,7,9,2,0,0,1,0,1,1,1,2,26,6,1686,2,9,5,1,5
2.02E+12,1,3,0,5,0,1,0,0,0,0,1,1,6,1,26,6,125,1,1,3,1,3
2.02E+12,1,9,0,5,0,6,0,0,0,0,1,1,6,1,35,6,2143,2,6,2,1,2
2.02E+12,1,9,0,5,0,8,0,0,0,0,1,1,6,1,34,6,2993,2,6,2,1,2
2.02E+12,2,9,0,5,0,8,0,0,0,0,3,1,1,2,25,5,1596,1,13,2,1,2
2.02E+12,1,11,0,5,0,8,0,0,0,0,0,1,1,1,56,9,4500,2,8,2,1,2
2.02E+12,1,9,0,7,0,2,0,0,0,0,1,1,6,1,51,8,1968,2,9,4,1,4
2.02E+12,1,9,0,9,0,8,0,0,0,0,1,1,6,1,78,11,1398,1,3,4,1,4
2.02E+12,2,3,0,10,0,8,0,0,0,0,1,1,6,1,37,7,125,1,2,3,1,3
2.02E+12,1,9,0,17,0,2,0,0,0,0,1,1,1,2,44,7,1995,2,7,3,1,3
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,6,1,33,6,1598,1,13,2,1,2
2.02E+12,2,5,0,18,0,4,5,0,0,0,2,1,6,1,32,6,1255,1,7,7,1,7
2.02E+12,1,9,0,10,0,1,0,0,0,0,3,1,6,2,28,6,1396,1,6,3,1,3
2.02E+12,1,9,0,18,0,1,0,0,1,4,1,1,2,1,81,11,1984,1,16,3,1,3
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,6,1,28,6,1984,1,7,7,1,7
2.02E+12,2,9,0,9,0,6,0,0,0,0,3,1,6,2,19,4,1242,1,6,3,1,3
2.02E+12,1,9,0,18,0,8,0,0,0,0,2,1,6,2,33,6,1598,1,9,4,1,4
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,44,7,1388,1,6,4,1,4
2.02E+12,1,9,0,16,0,4,0,0,0,0,1,1,6,2,38,7,1998,1,11,4,1,4
2.02E+12,1,9,0,18,0,8,1,0,1,10,3,1,6,1,30,6,1995,1,10,4,1,4
2.02E+12,2,9,0,18,0,6,0,0,0,0,4,1,6,1,41,7,1951,2,14,4,1,4
2.02E+12,1,9,0,17,0,4,2,9,0,0,1,1,6,1,21,5,1395,1,1,8,1,8
2.02E+12,1,8,0,18,0,1,0,0,0,0,1,1,1,1,43,7,1339,8,6,3,1,3
2.02E+12,1,9,0,14,0,1,0,0,0,0,3,1,1,1,32,6,999,1,6,2,1,2
2.02E+12,2,9,0,6,0,2,0,0,0,0,3,1,6,2,32,6,1598,2,2,2,1,2
2.02E+12,1,9,0,5,0,1,0,0,0,0,1,1,6,1,69,10,3301,1,21,2,1,2
2.02E+12,1,9,0,9,0,4,0,0,0,0,1,1,6,2,18,4,999,1,4,8,1,8
2.02E+12,2,8,0,7,0,4,0,0,0,0,3,1,6,1,52,8,2198,2,5,5,1,5
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,22,5,2000,1,13,2,1,2
2.02E+12,2,9,0,5,0,2,0,0,0,0,4,1,6,1,52,8,2143,2,4,2,1,2
2.02E+12,1,9,0,5,0,1,0,0,1,1,1,1,1,1,44,7,1956,2,7,2,1,2
2.02E+12,2,9,0,9,0,1,0,0,0,0,1,1,1,1,40,7,2497,2,12,10,1,10
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,26,6,1997,2,2,3,1,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,37,7,1796,1,11,2,1,2
2.02E+12,1,8,0,18,0,1,0,0,0,0,1,1,1,1,57,9,2143,2,5,2,1,2
2.02E+12,1,9,0,18,0,5,1,10,0,0,1,1,6,1,27,6,1124,1,17,5,1,5
2.02E+12,1,11,0,4,3,1,0,0,0,0,0,1,1,2,24,5,4461,2,5,7,1,7
2.02E+12,1,9,0,9,0,2,0,0,0,0,4,1,6,1,27,6,1686,2,10,10,1,10
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,6,1,56,9,1686,2,9,8,1,8
2.02E+12,1,8,0,18,0,2,0,10,1,4,1,1,1,1,41,7,2499,2,8,8,1,8
2.02E+12,1,9,0,9,0,8,0,0,0,0,1,1,6,2,34,6,1598,1,12,1,1,1
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,34,6,1598,1,4,1,1,1
2.02E+12,1,9,0,18,0,2,0,0,0,0,2,1,2,1,37,7,1360,1,8,2,1,2
2.02E+12,2,9,0,18,0,2,0,0,0,0,1,1,6,2,55,8,1399,2,9,3,1,3
2.02E+12,1,11,0,5,2,1,0,0,0,0,0,1,1,1,34,6,4500,2,2,3,1,3
2.02E+12,1,9,0,9,0,8,0,0,0,0,1,1,6,2,39,7,2148,2,11,8,1,8
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,1,1,46,8,1560,2,7,3,1,3
2.02E+12,2,3,0,18,0,6,0,0,0,0,3,1,1,1,24,5,124,1,6,5,1,5
2.02E+12,1,4,0,4,0,2,0,0,0,0,2,1,2,1,33,6,125,1,3,3,1,3
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,1,40,7,1339,1,14,3,1,3
2.02E+12,1,9,0,17,0,1,5,0,0,0,1,1,6,1,32,6,1991,1,20,4,1,4
2.02E+12,1,9,0,18,0,8,0,0,0,0,3,1,6,1,53,8,1598,1,8,5,1,5
2.02E+12,2,9,0,9,0,8,0,0,0,0,1,2,6,2,19,4,1360,1,9,9,1,9
2.02E+12,1,8,0,18,0,1,0,0,0,0,2,1,1,1,51,8,1798,8,5,3,1,3
2.02E+12,1,4,0,18,0,8,0,4,0,0,1,1,6,1,30,6,125,1,5,4,1,4
2.02E+12,1,8,0,5,0,5,0,0,0,0,1,1,1,1,45,7,1798,8,3,1,1,1
2.02E+12,2,8,0,8,0,1,0,0,1,0,1,1,6,1,46,8,2499,2,7,5,1,5
2.02E+12,1,9,0,18,0,2,0,4,0,0,1,1,6,1,58,9,1749,1,14,9,1,9
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,26,6,1395,1,2,5,1,5
2.02E+12,1,9,0,18,0,8,0,0,0,0,2,1,6,1,50,8,3199,1,16,6,1,6
2.02E+12,1,3,0,18,0,1,0,0,0,0,2,1,6,1,36,7,125,1,9,5,1,5
2.02E+12,2,9,0,18,0,5,0,0,0,0,1,1,6,1,34,6,1248,2,7,2,1,2
2.02E+12,1,3,0,14,0,8,1,0,0,0,1,1,6,1,40,7,125,1,2,6,1,6
2.02E+12,1,9,0,18,0,8,0,0,0,0,2,1,6,1,53,8,2362,8,4,9,1,9
2.02E+12,1,9,0,18,0,3,0,0,0,0,4,1,6,2,56,9,1498,1,6,5,1,5
2.02E+12,1,11,0,18,0,1,0,0,0,0,0,1,1,1,60,9,6370,2,5,2,1,2
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,1,44,7,1995,2,14,1,1,1
2.02E+12,1,9,0,6,0,8,0,0,0,0,0,1,1,2,62,9,1527,2,19,1,1,1
2.02E+12,2,9,0,18,0,4,0,0,0,0,0,1,1,1,50,8,1598,2,1,10,1,10
2.02E+12,1,5,0,3,0,1,0,0,0,0,2,1,6,1,46,8,745,1,1,3,1,3
2.02E+12,2,21,0,5,0,1,0,0,0,0,1,1,1,1,27,6,12900,2,7,6,1,6
2.02E+12,1,9,0,9,0,8,0,0,0,0,1,1,6,1,37,7,1598,2,1,7,1,7
2.02E+12,1,11,0,5,0,2,0,0,0,0,0,1,1,1,34,6,5132,2,3,3,1,3
2.02E+12,1,9,0,18,0,4,1,0,7,4,1,1,5,1,46,8,1988,1,14,6,1,6
2.02E+12,1,9,0,9,0,2,0,0,3,11,1,1,6,1,27,6,996,1,6,2,1,2
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,1,2,34,6,1997,2,5,10,3,10
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,5,2,24,5,1560,2,11,10,3,10
2.02E+12,1,9,0,18,0,6,0,0,0,0,3,1,6,1,56,9,1596,1,12,5,1,5
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,1,23,5,1968,2,7,6,3,6
2.02E+12,2,9,0,3,0,1,0,0,0,0,1,1,5,2,34,6,1390,1,10,1,1,1
2.02E+12,2,9,0,3,0,2,0,0,0,0,2,1,6,1,65,9,1753,2,12,7,2,7
2.02E+12,4,9,0,3,0,2,0,0,0,0,2,1,6,1,22,5,1560,2,3,4,1,4
2.02E+12,1,9,0,18,0,8,0,7,7,1,1,1,6,1,89,11,1198,1,8,3,1,3
2.02E+12,1,4,0,18,0,7,1,0,0,0,1,1,1,1,25,5,296,1,2,8,3,8
2.02E+12,1,9,0,18,0,5,0,4,1,0,1,1,5,1,61,9,2685,2,13,3,2,3
2.02E+12,2,19,0,18,0,1,0,0,0,0,1,1,5,1,29,6,1996,2,5,3,2,3
2.02E+12,3,19,0,18,0,2,0,0,0,0,1,1,5,1,32,6,2460,2,11,5,3,5
2.02E+12,1,9,0,9,0,1,0,0,0,0,1,1,5,1,83,11,1527,2,19,3,3,3
2.02E+12,2,9,0,7,0,2,0,0,0,0,3,1,5,1,60,9,1461,2,2,7,3,7
2.02E+12,1,9,0,18,0,1,1,4,0,0,1,1,6,2,23,5,1198,1,10,5,3,5
2.02E+12,1,9,0,18,0,1,0,0,0,0,2,1,6,1,24,5,1398,2,4,7,3,7
2.02E+12,1,9,0,9,0,1,0,0,0,0,4,1,6,2,57,9,1339,1,1,9,3,9
2.02E+12,2,9,0,18,0,1,0,0,0,0,3,1,6,2,44,7,2143,2,1,4,3,4
2.02E+12,1,9,0,18,0,1,0,4,1,0,0,1,5,1,23,5,1598,1,2,4,2,4
2.02E+12,2,9,0,2,0,2,0,0,1,0,0,1,5,1,47,8,1390,1,6,2,1,2
2.02E+12,1,11,0,4,0,1,0,0,0,0,0,1,3,1,30,6,4461,2,3,3,1,3
2.02E+12,1,2,0,9,0,6,0,0,0,0,0,1,1,1,16,4,49,1,14,1,2,1
2.02E+12,2,9,0,16,0,1,0,0,0,0,0,1,1,2,38,7,1397,1,5,1,1,1
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,5,1,59,9,1349,1,8,3,3,3
2.02E+12,1,9,0,13,0,1,0,0,0,0,1,1,5,1,53,8,1968,2,4,7,3,7
2.02E+12,2,9,0,9,0,1,0,0,0,0,3,1,5,1,49,8,2148,2,14,8,1,8
2.02E+12,1,9,0,18,0,8,1,4,0,0,4,1,6,1,23,5,998,1,3,8,2,8
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,6,2,48,8,2494,1,18,5,3,5
2.02E+12,3,9,0,2,0,2,0,0,0,0,3,1,6,1,59,9,1997,2,1,6,2,6
2.02E+12,1,19,0,18,0,2,0,0,0,0,2,1,1,1,49,8,1499,2,2,3,3,3
2.02E+12,2,9,0,2,0,1,0,0,0,0,2,1,6,2,23,5,1598,1,7,1,1,1
2.02E+12,1,9,0,9,0,8,0,0,0,0,1,1,6,1,76,11,1461,2,3,5,1,5
2.02E+12,2,9,0,18,0,1,0,0,0,0,3,1,6,2,60,9,1560,2,3,3,2,3
2.02E+12,1,9,0,18,0,6,0,0,7,11,4,1,5,1,17,4,1198,1,14,9,3,9
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,5,2,30,6,1499,2,2,9,2,9
2.02E+12,1,9,0,10,0,5,0,0,0,0,3,1,5,1,62,9,1364,1,1,5,1,5
2.02E+12,1,9,0,16,0,3,0,0,0,0,1,1,6,1,70,10,2179,2,4,3,1,3
2.02E+12,2,9,0,2,0,2,0,0,0,0,3,1,5,1,27,6,1242,1,3,3,1,3
2.02E+12,1,9,0,15,0,1,2,10,1,11,1,1,6,1,41,7,2143,2,6,9,1,9
2.02E+12,2,9,0,11,0,1,0,0,0,0,2,1,6,2,50,8,1598,2,5,2,2,2
2.02E+12,1,9,0,18,0,1,1,0,8,11,3,1,1,2,19,4,1242,1,8,7,2,7
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,1,2,48,8,998,1,9,9,3,9
2.02E+12,1,9,0,4,0,1,0,0,0,0,4,1,5,1,68,10,1390,1,9,4,1,4
2.02E+12,1,9,0,18,0,1,1,0,0,0,1,1,5,1,81,11,1591,1,3,7,2,7
2.02E+12,2,9,0,10,0,1,0,0,0,0,2,1,5,1,28,6,2184,2,13,6,3,6
2.02E+12,3,9,0,18,0,8,0,0,1,0,1,1,5,1,65,9,1390,1,15,8,1,8
2.02E+12,1,19,0,18,0,2,0,0,0,0,3,1,5,1,53,8,2198,2,1,3,1,3
2.02E+12,1,9,0,18,0,1,0,0,7,4,1,1,6,1,49,8,1995,2,12,8,3,8
2.02E+12,2,9,0,18,0,3,0,0,0,0,1,1,2,1,53,8,1242,1,5,7,3,7
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,5,2,18,4,1248,1,2,3,2,3
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,31,6,1328,1,7,3,1,3
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,6,2,40,7,1968,2,10,5,3,5
2.02E+12,3,9,0,9,0,1,0,0,0,0,2,1,6,2,46,8,2902,2,15,1,1,1
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,5,1,18,4,1360,1,7,2,1,2
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,5,1,20,4,998,1,4,2,1,2
2.02E+12,1,9,0,5,0,1,0,0,0,0,1,1,6,1,33,6,1951,2,11,7,2,7
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,2,57,9,2496,1,14,4,1,4
2.02E+12,1,21,5,3,0,6,0,0,0,0,1,1,6,1,44,7,5880,2,12,3,3,3
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,1,1,39,7,1598,2,7,3,2,3
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,1,1,58,9,1798,1,9,2,2,2
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,5,1,82,11,1798,1,11,6,2,6
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,5,2,51,8,998,1,15,1,1,1
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,2,79,11,1422,2,9,6,1,6
2.02E+12,2,9,0,2,0,1,0,0,0,0,3,1,5,1,43,7,1870,2,12,6,1,6
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,5,2,86,11,1590,1,12,6,3,6
2.02E+12,2,9,0,10,0,2,0,0,0,0,1,1,5,2,58,9,2179,2,3,5,3,5
2.02E+12,2,9,0,18,0,2,0,0,0,0,3,1,5,1,32,6,1598,1,10,5,3,5
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,68,10,1560,2,13,1,1,1
2.02E+12,1,9,0,18,0,1,1,0,0,0,1,1,6,1,25,5,2793,1,21,2,1,2
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,5,1,86,11,1597,1,14,6,3,6
2.02E+12,3,9,0,3,0,2,0,0,0,0,2,1,6,2,54,8,1461,2,4,2,2,2
2.02E+12,1,9,0,18,0,4,0,0,0,0,1,1,5,1,23,5,1229,1,9,7,1,7
2.02E+12,2,9,0,9,0,8,0,0,0,0,4,1,5,2,77,11,1360,1,14,2,1,2
2.02E+12,1,9,0,7,0,6,0,0,0,0,3,1,6,2,39,7,998,1,2,1,1,1
2.02E+12,2,3,0,18,0,1,0,0,0,0,1,1,2,1,17,4,125,1,2,3,2,3
2.02E+12,1,8,0,18,0,1,0,0,0,0,0,1,1,1,55,8,1598,2,1,5,1,5
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,2,27,6,1596,1,6,2,3,2
2.02E+12,2,9,0,9,0,5,0,0,0,0,0,1,6,1,58,9,2295,1,17,2,1,2
2.02E+12,1,9,0,5,0,8,0,0,0,0,3,1,2,1,53,8,1991,2,12,8,1,8
2.02E+12,2,3,0,18,0,8,2,0,0,0,1,1,6,1,27,6,125,1,1,8,1,8
2.02E+12,1,9,0,9,0,5,0,0,0,0,4,1,5,1,66,10,1984,1,1,5,3,5
2.02E+12,3,9,0,8,0,1,0,0,0,0,3,1,6,1,73,10,1995,2,5,5,3,5
2.02E+12,1,9,0,18,0,3,0,0,0,0,4,1,5,1,64,9,1197,1,1,8,1,8
2.02E+12,2,9,0,18,0,4,0,0,0,0,1,1,1,2,48,8,2143,2,1,7,3,7
2.02E+12,2,8,0,18,0,3,0,0,0,0,4,1,1,1,45,7,1560,2,8,5,2,5
2.02E+12,2,9,0,16,0,1,0,0,0,0,1,1,6,1,40,7,1461,2,8,6,2,6
2.02E+12,1,9,0,4,0,1,0,0,0,0,1,1,2,1,57,9,998,1,4,8,1,8
2.02E+12,1,9,0,7,0,5,0,0,0,0,4,1,1,1,37,7,2099,1,15,2,1,2
2.02E+12,1,9,0,5,0,6,0,0,0,0,1,1,3,2,28,6,1796,1,13,5,1,5
2.02E+12,2,9,0,14,0,1,0,0,0,0,3,1,3,2,28,6,998,1,2,9,1,9
2.02E+12,1,9,0,13,0,1,2,0,1,0,1,1,5,1,31,6,1896,2,15,2,2,2
2.02E+12,2,8,0,18,0,1,1,0,1,0,2,1,5,1,64,9,1910,2,9,7,1,7
2.02E+12,1,19,0,7,0,8,0,0,0,0,2,1,1,2,43,7,1248,2,5,4,1,4
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,6,1,18,4,1198,1,12,5,3,5
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,2,1,27,6,1798,1,1,2,1,2
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,1,68,10,1598,1,6,4,1,4
2.02E+12,1,9,0,5,0,2,0,0,0,0,3,1,2,2,18,4,999,1,1,5,1,5
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,5,2,45,7,1598,1,6,7,1,7
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,5,2,23,5,1951,2,15,5,3,5
2.02E+12,1,5,0,18,0,8,0,0,0,0,1,1,6,1,28,6,749,1,12,9,1,9
2.02E+12,2,9,0,18,0,8,5,0,0,0,3,1,6,2,47,8,1461,2,5,7,3,7
2.02E+12,1,9,0,4,0,2,1,0,0,0,2,1,6,1,26,6,1598,2,2,10,1,10
2.02E+12,2,9,0,18,0,2,1,0,0,0,1,1,6,1,21,5,1399,2,6,5,2,5
2.02E+12,1,9,0,9,0,2,1,0,0,0,1,1,5,1,27,6,2497,1,11,8,1,8
2.02E+12,2,9,0,17,0,1,0,0,0,0,1,1,2,1,55,8,1796,1,14,4,3,4
2.02E+12,1,9,0,5,0,1,0,0,0,0,3,1,1,1,36,7,1753,2,12,8,1,8
2.02E+12,2,9,0,5,0,2,0,0,0,0,1,1,6,1,55,8,2198,2,10,1,1,1
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,5,2,43,7,1598,1,11,3,2,3
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,5,2,27,6,1499,1,1,3,1,3
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,5,1,17,4,1598,1,14,2,1,2
2.02E+12,2,9,0,18,0,8,0,10,0,0,1,1,2,2,38,7,998,1,1,7,1,7
2.02E+12,1,9,0,16,0,2,0,0,0,0,0,1,6,1,58,9,1360,1,18,5,2,5
2.02E+12,1,9,0,7,0,1,0,0,0,0,1,1,1,2,30,6,1200,1,3,4,2,4
2.02E+12,1,9,0,10,0,1,0,0,0,0,1,1,6,2,70,10,1198,1,3,8,1,8
2.02E+12,2,21,0,18,0,2,0,0,0,0,1,1,6,1,26,6,16120,2,5,8,2,8
2.02E+12,3,9,0,3,0,1,0,0,0,0,1,1,1,1,19,4,998,1,1,5,2,5
2.02E+12,1,9,0,7,0,1,0,0,0,0,1,1,5,1,46,8,1598,2,5,7,2,7
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,5,2,54,8,1461,2,1,4,1,4
2.02E+12,2,19,0,4,0,1,0,0,0,0,4,1,6,1,34,6,1248,2,10,6,2,6
2.02E+12,3,9,0,10,0,5,0,0,0,0,2,1,6,2,62,9,1896,2,11,6,3,6
2.02E+12,1,9,0,5,8,6,0,0,7,0,1,1,6,1,50,8,1587,1,15,1,1,1
2.02E+12,2,11,0,18,0,8,0,0,0,0,0,1,6,1,51,8,6700,2,10,8,1,8
2.02E+12,1,10,0,10,0,8,0,0,0,0,1,1,1,1,51,8,2198,2,9,8,1,8
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,6,2,40,7,1968,2,1,7,3,7
2.02E+12,1,9,0,16,0,6,0,0,0,0,1,1,5,2,30,6,1968,2,8,1,1,1
2.02E+12,2,9,0,18,0,7,0,0,0,0,1,1,5,1,41,7,5000,1,2,9,3,9
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,1,1,17,4,1229,1,12,10,2,10
2.02E+12,1,9,0,9,0,5,0,0,0,0,4,1,5,2,58,9,1329,1,1,9,2,9
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,5,1,29,6,1596,1,9,6,1,6
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,6,1,53,8,2982,2,9,5,3,5
2.02E+12,3,9,0,3,0,1,0,0,0,0,4,1,6,2,48,8,1197,1,2,6,3,6
2.02E+12,3,9,0,18,0,8,0,0,0,0,2,1,6,2,49,8,1796,1,7,5,2,5
2.02E+12,1,9,0,5,0,1,0,0,0,0,1,1,6,1,73,10,973,1,15,9,1,9
2.02E+12,2,9,0,18,0,2,0,0,0,0,1,1,6,1,23,5,1389,1,13,10,1,10
2.02E+12,1,9,0,1,0,1,0,0,0,0,3,1,5,1,50,8,1598,2,1,1,1,1
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,5,1,49,8,1956,2,3,7,3,7
2.02E+12,1,9,0,9,0,5,0,0,0,0,4,1,6,1,80,11,1242,1,2,6,2,6
2.02E+12,2,9,0,18,0,8,0,0,0,0,4,1,6,2,35,6,1240,1,13,4,1,4
2.02E+12,1,9,0,7,0,2,0,0,7,10,1,1,6,1,39,7,1589,1,17,2,1,2
2.02E+12,1,9,0,18,0,7,0,0,0,0,1,1,5,1,54,8,1995,2,2,8,3,8
2.02E+12,2,9,0,18,0,7,0,0,1,0,2,1,5,1,53,8,1242,1,14,8,3,8
2.02E+12,1,9,0,9,0,8,0,0,0,0,4,1,6,1,17,4,1248,2,9,3,2,3
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,6,1,85,11,1598,1,13,9,1,9
2.02E+12,2,9,0,18,0,8,5,0,0,0,4,1,6,2,69,10,1769,1,12,3,2,3
2.02E+12,2,9,0,7,0,8,0,0,0,0,1,1,5,1,52,8,1086,1,14,1,1,1
2.02E+12,1,9,0,4,0,1,0,0,0,0,1,1,5,2,73,10,1997,2,15,8,1,8
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,5,2,29,6,1984,1,3,8,1,8
2.02E+12,3,9,0,3,0,1,0,0,0,0,2,1,1,2,60,9,1242,1,2,7,3,7
2.02E+12,1,9,0,13,0,8,1,0,0,0,1,1,5,1,18,4,998,1,15,9,2,9
2.02E+12,2,9,0,9,0,5,0,0,0,0,3,1,5,2,17,4,999,1,7,6,3,6
2.02E+12,1,9,0,9,0,5,0,0,0,0,4,1,6,2,45,7,1956,2,8,3,3,3
2.02E+12,2,5,0,18,0,1,5,0,0,0,1,1,6,1,43,7,1170,1,1,5,1,5
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,5,1,49,8,998,1,4,1,1,1
2.02E+12,2,9,0,9,0,6,0,0,0,0,1,1,6,2,25,5,1200,1,1,6,2,6
2.02E+12,1,9,0,7,0,2,0,0,0,0,1,1,5,1,48,8,1399,1,7,9,1,9
2.02E+12,2,9,0,18,0,1,0,0,0,0,2,1,6,2,18,4,1493,2,10,8,3,8
2.02E+12,1,9,0,18,0,8,0,0,0,0,3,1,1,1,57,9,1499,2,1,8,1,8
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,5,2,60,9,1240,1,11,3,1,3
2.02E+12,1,9,0,18,0,8,0,0,0,0,4,1,5,2,17,4,1197,1,5,6,3,6
2.02E+12,2,9,0,3,0,1,0,0,0,0,2,1,6,2,40,7,875,1,1,6,3,6
2.02E+12,3,9,0,3,0,1,0,0,0,0,2,1,6,2,44,7,1582,2,8,6,3,6
2.02E+12,4,9,0,18,0,1,0,0,0,0,3,1,6,1,48,8,2199,2,5,6,2,6
2.02E+12,5,9,0,18,0,1,0,0,0,0,1,1,6,1,28,6,1596,1,2,9,1,9
2.02E+12,1,9,0,9,0,5,0,0,0,0,1,1,2,1,45,7,2499,1,6,4,2,4
2.02E+12,2,9,0,18,0,8,0,0,0,0,1,1,1,1,40,7,1598,2,3,1,1,1
2.02E+12,1,9,0,7,4,1,0,0,0,0,4,1,6,1,21,5,1598,1,12,2,1,2
2.02E+12,2,9,0,18,0,1,0,0,0,0,1,1,5,2,43,7,1998,2,13,2,1,2
2.02E+12,1,9,0,18,0,8,0,0,2,2,1,1,6,2,48,8,1598,1,7,7,3,7
2.02E+12,2,9,0,18,0,1,1,0,1,0,1,1,3,2,44,7,1796,1,15,5,3,5
2.02E+12,1,9,0,18,0,6,0,0,0,0,1,1,5,1,22,5,1560,2,6,4,2,4
2.02E+12,2,19,0,18,0,8,1,0,1,0,1,1,3,1,28,6,1560,2,4,2,1,2
2.02E+12,1,9,0,9,0,1,0,0,0,0,1,1,5,1,18,4,1242,1,14,3,3,3
2.02E+12,2,19,0,18,0,1,0,0,0,0,1,1,1,1,50,8,5193,2,9,2,1,2
2.02E+12,1,9,0,18,0,3,0,10,0,0,1,1,6,2,41,7,1560,2,3,9,1,9
2.02E+12,2,9,0,18,0,4,1,10,0,0,2,1,6,1,51,8,1998,2,4,9,3,9
2.02E+12,1,9,0,18,0,8,0,0,0,0,3,1,6,2,67,10,1997,1,14,1,1,1
2.02E+12,2,3,0,18,0,8,0,0,0,0,1,1,6,1,19,4,124,1,1,1,1,1
2.02E+12,1,9,0,18,0,8,1,0,0,0,1,1,5,2,18,4,1399,2,7,10,1,10
2.02E+12,1,9,0,7,0,6,0,0,0,0,3,1,2,2,38,7,998,1,12,6,1,6
2.02E+12,1,9,0,18,0,8,0,0,0,0,1,1,5,1,18,4,1360,1,10,3,1,3
2.02E+12,1,9,0,18,0,2,0,0,0,0,1,1,6,1,77,11,2987,2,6,8,3,8
2.02E+12,2,9,0,10,0,2,0,0,0,0,0,1,5,1,85,11,1798,8,1,4,3,4
2.02E+12,1,9,0,9,0,6,0,0,0,0,3,1,5,1,89,11,1596,1,5,10,2,10
2.02E+12,1,9,0,18,0,1,0,0,0,0,1,1,1,1,21,5,1242,1,16,2,1,2
2.02E+12,2,9,0,10,0,1,0,0,0,0,0,1,1,2,60,9,1998,1,10,7,3,7
2.02E+12,1,9,0,9,0,6,0,0,0,0,1,1,5,1,46,8,1995,2,5,3,1,3
